Time,Temperature,Stress,Creep Strain
2.727766204,338.7,6.90112,0.00075557120
2.734733796,338.7,6.89633,0.00075577169
2.741701389,338.7,6.90112,0.00075330400
2.748668981,338.7,6.89433,0.00075773971
2.755636574,338.7,6.90346,0.00075878378
2.762581019,338.7,6.90464,0.00075731717
2.769548611,338.7,6.89469,0.00075677452
2.776516204,338.7,6.90708,0.00075814031
2.783472222,338.7,6.90591,0.00075680252
2.790416667,338.7,6.90275,0.00075606026
2.797384259,338.7,6.90508,0.00075963103
2.804328704,338.7,6.89549,0.00076003249
2.811284722,338.7,6.90076,0.00075522379
2.818229167,338.7,6.90319,0.00075885132
2.825196759,338.7,6.89748,0.00075866136
2.832164352,338.7,6.90238,0.00075935254
2.839131944,338.7,6.89358,0.00076247507
2.846099537,338.7,6.90554,0.00076063170
2.853043981,338.7,6.90508,0.00076100323
2.860011574,338.7,6.8983,0.00075994984
2.866967593,338.7,6.90472,0.00076065582
2.873935185,338.7,6.89757,0.00076229801
2.880914352,338.7,6.90237,0.00076215684
2.887893519,338.7,6.90517,0.00076296949
2.894861111,338.7,6.89595,0.00076007856
2.901828704,338.7,6.9088,0.00075952162
2.908784722,338.7,6.90761,0.00076337502
2.915752315,338.7,6.90843,0.00076287360
2.922708333,338.7,6.91005,0.00076610736
2.929675926,338.7,6.90291,0.00076315526
2.936643519,338.7,6.91331,0.00076457957
2.943587963,338.7,6.90969,0.00076570034
2.950555556,338.7,6.90771,0.00076337208
2.957511574,338.7,6.90806,0.00076527099
2.964456019,338.7,6.89881,0.00076745224
2.971423611,338.7,6.9104,0.00076693236
2.978391204,338.7,6.9104,0.00076651476
2.98537037,338.7,6.91005,0.00076419816
2.990983796,338.7,6.91964,0.00076713790
2.997928241,338.7,6.91086,0.00076703823
3.004884259,338.7,6.91366,0.00076737338
3.011828704,338.7,6.91484,0.00076680177
3.018796296,338.7,6.90805,0.00076664348
3.025740741,338.7,6.91764,0.00076856892
3.032685185,338.7,6.90921,0.00076941346
3.039664352,338.7,6.90758,0.00076993870
3.046631944,338.7,6.91086,0.00077115483
3.053611111,338.7,6.9028,0.00076733489
3.060555556,338.7,6.9209,0.00076847304
3.067523148,338.7,6.91338,0.00077030511
